"subject_identifier" "activity" "feature_measurement_name" "total_average"
20 "LAYING" "tBodyGyro-mean()-X" -0.0224726834409615
20 "LAYING" "tBodyGyro-mean()-Y" -0.0789627194310256
20 "LAYING" "tBodyGyro-mean()-Z" 0.0900253976657692
20 "LAYING" "tBodyGyro-std()-X" -0.652396391814103
20 "LAYING" "tBodyGyro-std()-Y" -0.485894484605705
20 "LAYING" "tBodyGyro-std()-Z" -0.460843186407692
20 "LAYING" "tBodyGyroJerk-mean()-X" -0.0945547052108333
20 "LAYING" "tBodyGyroJerk-mean()-Y" -0.0402012429820513
20 "LAYING" "tBodyGyroJerk-mean()-Z" -0.0525724570615385
20 "LAYING" "tBodyGyroJerk-std()-X" -0.653186069490385
20 "LAYING" "tBodyGyroJerk-std()-Y" -0.643573137512821
20 "LAYING" "tBodyGyroJerk-std()-Z" -0.536900063648718
20 "LAYING" "tBodyAccMag-mean()" -0.452429326099846
20 "LAYING" "tBodyAccMag-std()" -0.519017420878205
20 "LAYING" "tGravityAccMag-mean()" -0.452429326099846
20 "LAYING" "tGravityAccMag-std()" -0.519017420878205
20 "LAYING" "tBodyAccJerkMag-mean()" -0.564555998864103
20 "LAYING" "tBodyAccJerkMag-std()" -0.540847617073269
20 "LAYING" "tBodyGyroMag-mean()" -0.435122258175641
20 "LAYING" "tBodyGyroMag-std()" -0.521471397919231
20 "LAYING" "tBodyGyroJerkMag-mean()" -0.624627827903846
20 "LAYING" "tBodyGyroJerkMag-std()" -0.65307636871282
20 "LAYING" "fBodyAcc-mean()-X" -0.57063792171218
20 "LAYING" "fBodyAcc-mean()-Y" -0.324959680379103
20 "LAYING" "fBodyAcc-mean()-Z" -0.67195587225
20 "LAYING" "fBodyAcc-std()-X" -0.538561223491667
20 "LAYING" "fBodyAcc-std()-Y" -0.273948137371154
20 "LAYING" "fBodyAcc-std()-Z" -0.65088931224359
20 "LAYING" "fBodyAccJerk-mean()-X" -0.624523279069231
20 "LAYING" "fBodyAccJerk-mean()-Y" -0.466996133878205
20 "LAYING" "fBodyAccJerk-mean()-Z" -0.730766642435897
20 "LAYING" "fBodyAccJerk-std()-X" -0.584111033739744
20 "LAYING" "fBodyAccJerk-std()-Y" -0.420402255935897
20 "LAYING" "fBodyAccJerk-std()-Z" -0.745732864166667
20 "LAYING" "fBodyGyro-mean()-X" -0.579382474189103
20 "LAYING" "fBodyGyro-mean()-Y" -0.526303994216667
20 "LAYING" "fBodyGyro-mean()-Z" -0.431155163544231
20 "LAYING" "fBodyGyro-std()-X" -0.676883051647436
20 "LAYING" "fBodyGyro-std()-Y" -0.46709876350641
20 "LAYING" "fBodyGyro-std()-Z" -0.522534472884615
20 "LAYING" "fBodyAccMag-mean()" -0.505493351425641
20 "LAYING" "fBodyAccMag-std()" -0.604222557220513
20 "LAYING" "fBodyBodyAccJerkMag-mean()" -0.538159936420513
20 "LAYING" "fBodyBodyAccJerkMag-std()" -0.548497929924744
20 "LAYING" "fBodyBodyGyroMag-mean()" -0.547332691298077
20 "LAYING" "fBodyBodyGyroMag-std()" -0.588328799467949
20 "LAYING" "fBodyBodyGyroJerkMag-mean()" -0.659341951769231
20 "LAYING" "fBodyBodyGyroJerkMag-std()" -0.670451894533974
20 "STANDING" "tBodyAcc-mean()-X" 0.268595205636364
20 "STANDING" "tBodyAcc-mean()-Y" -0.0192867074389394
20 "STANDING" "tBodyAcc-mean()-Z" -0.111651090326263
20 "STANDING" "tBodyAcc-std()-X" -0.650788909160606
20 "STANDING" "tBodyAcc-std()-Y" -0.456259753985354
20 "STANDING" "tBodyAcc-std()-Z" -0.630893001863636
20 "STANDING" "tGravityAcc-mean()-X" 0.657243899191919
20 "STANDING" "tGravityAcc-mean()-Y" -0.0686181655555556
20 "STANDING" "tGravityAcc-mean()-Z" 0.10679036740404
20 "STANDING" "tGravityAcc-std()-X" -0.958324946717172
20 "STANDING" "tGravityAcc-std()-Y" -0.953576080606061
20 "STANDING" "tGravityAcc-std()-Z" -0.93887359689899
20 "STANDING" "tBodyAccJerk-mean()-X" 0.0835868911373737
20 "STANDING" "tBodyAccJerk-mean()-Y" 0.00611187765247475
20 "STANDING" "tBodyAccJerk-mean()-Z" -0.00607491491689899
20 "STANDING" "tBodyAccJerk-std()-X" -0.659309592116667
20 "STANDING" "tBodyAccJerk-std()-Y" -0.606793100151515
20 "STANDING" "tBodyAccJerk-std()-Z" -0.75401945230303
20 "STANDING" "tBodyGyro-mean()-X" -0.0256483096989899
20 "STANDING" "tBodyGyro-mean()-Y" -0.0789307564061111
20 "STANDING" "tBodyGyro-mean()-Z" 0.082163496089899
20 "STANDING" "tBodyGyro-std()-X" -0.70994810379798
20 "STANDING" "tBodyGyro-std()-Y" -0.642839666627273
20 "STANDING" "tBodyGyro-std()-Z" -0.579620527478788
20 "STANDING" "tBodyGyroJerk-mean()-X" -0.0953189767722222
20 "STANDING" "tBodyGyroJerk-mean()-Y" -0.0424081459060606
20 "STANDING" "tBodyGyroJerk-mean()-Z" -0.0556613228575758
20 "STANDING" "tBodyGyroJerk-std()-X" -0.733941115257576
20 "STANDING" "tBodyGyroJerk-std()-Y" -0.716353299126263
20 "STANDING" "tBodyGyroJerk-std()-Z" -0.715358641818182
20 "STANDING" "tBodyAccMag-mean()" -0.56833411675101
20 "STANDING" "tBodyAccMag-std()" -0.614326377454545
20 "STANDING" "tGravityAccMag-mean()" -0.56833411675101
20 "STANDING" "tGravityAccMag-std()" -0.614326377454545
20 "STANDING" "tBodyAccJerkMag-mean()" -0.663144565966667
20 "STANDING" "tBodyAccJerkMag-std()" -0.626302305960101
20 "STANDING" "tBodyGyroMag-mean()" -0.581261642571717
20 "STANDING" "tBodyGyroMag-std()" -0.626155662129697
20 "STANDING" "tBodyGyroJerkMag-mean()" -0.730864782378788
20 "STANDING" "tBodyGyroJerkMag-std()" -0.707476828521212
20 "STANDING" "fBodyAcc-mean()-X" -0.645734537631313
20 "STANDING" "fBodyAcc-mean()-Y" -0.506320391156566
20 "STANDING" "fBodyAcc-mean()-Z" -0.659532033916162
20 "STANDING" "fBodyAcc-std()-X" -0.654036248306667
20 "STANDING" "fBodyAcc-std()-Y" -0.466298670467677
20 "STANDING" "fBodyAcc-std()-Z" -0.644857545959596
20 "STANDING" "fBodyAccJerk-mean()-X" -0.674120731307722
20 "STANDING" "fBodyAccJerk-mean()-Y" -0.629326860401515
20 "STANDING" "fBodyAccJerk-mean()-Z" -0.734465775308081
20 "STANDING" "fBodyAccJerk-std()-X" -0.674575997207071
20 "STANDING" "fBodyAccJerk-std()-Y" -0.609033040979596
20 "STANDING" "fBodyAccJerk-std()-Z" -0.772151009146465
20 "STANDING" "fBodyGyro-mean()-X" -0.663525228784343
20 "STANDING" "fBodyGyro-mean()-Y" -0.642043649208939
20 "STANDING" "fBodyGyro-mean()-Z" -0.587217933571212
20 "STANDING" "fBodyGyro-std()-X" -0.726226342060606
20 "STANDING" "fBodyGyro-std()-Y" -0.646762421016667
20 "STANDING" "fBodyGyro-std()-Z" -0.616340393406566
20 "STANDING" "fBodyAccMag-mean()" -0.603443252690404
20 "STANDING" "fBodyAccMag-std()" -0.683038764726768
20 "STANDING" "fBodyBodyAccJerkMag-mean()" -0.621138091371919
20 "STANDING" "fBodyBodyAccJerkMag-std()" -0.635841381332323
20 "STANDING" "fBodyBodyGyroMag-mean()" -0.653958606511717
20 "STANDING" "fBodyBodyGyroMag-std()" -0.673230720494949
20 "STANDING" "fBodyBodyGyroJerkMag-mean()" -0.718871385552626
20 "STANDING" "fBodyBodyGyroJerkMag-std()" -0.713768868169192
24 "LAYING" "tBodyAcc-mean()-X" 0.276767046391076
24 "LAYING" "tBodyAcc-mean()-Y" -0.0176822460103885
24 "LAYING" "tBodyAcc-mean()-Z" -0.107914503687664
24 "LAYING" "tBodyAcc-std()-X" -0.675459176298425
24 "LAYING" "tBodyAcc-std()-Y" -0.582490655185302
24 "LAYING" "tBodyAcc-std()-Z" -0.636497458900262
24 "LAYING" "tGravityAcc-mean()-X" 0.69498126808399
24 "LAYING" "tGravityAcc-mean()-Y" 0.0729509702152231
24 "LAYING" "tGravityAcc-mean()-Z" 0.0623227714146982
24 "LAYING" "tGravityAcc-std()-X" -0.975329699658793
24 "LAYING" "tGravityAcc-std()-Y" -0.96089816664042
24 "LAYING" "tGravityAcc-std()-Z" -0.955724566194226
24 "LAYING" "tBodyAccJerk-mean()-X" 0.0784735003467192
24 "LAYING" "tBodyAccJerk-mean()-Y" 0.00396900308574016
24 "LAYING" "tBodyAccJerk-mean()-Z" -0.00700960558805774
24 "LAYING" "tBodyAccJerk-std()-X" -0.74030054488189
24 "LAYING" "tBodyAccJerk-std()-Y" -0.685979796261942
24 "LAYING" "tBodyAccJerk-std()-Z" -0.736374232574803
24 "LAYING" "tBodyGyro-mean()-X" -0.0212578096847769
24 "LAYING" "tBodyGyro-mean()-Y" -0.0782440202677165
24 "LAYING" "tBodyGyro-mean()-Z" 0.0841740375981627
24 "LAYING" "tBodyGyro-std()-X" -0.776199049939633
24 "LAYING" "tBodyGyro-std()-Y" -0.763365457296588
24 "LAYING" "tBodyGyro-std()-Z" -0.708251676335958
24 "LAYING" "tBodyGyroJerk-mean()-X" -0.0998294248142257
24 "LAYING" "tBodyGyroJerk-mean()-Y" -0.0390749421383202
24 "LAYING" "tBodyGyroJerk-mean()-Z" -0.0552987683401575
24 "LAYING" "tBodyGyroJerk-std()-X" -0.764490030609974
24 "LAYING" "tBodyGyroJerk-std()-Y" -0.792718702440945
24 "LAYING" "tBodyGyroJerk-std()-Z" -0.796816516614173
24 "LAYING" "tBodyAccMag-mean()" -0.620032665162467
24 "LAYING" "tBodyAccMag-std()" -0.650862147810236
24 "LAYING" "tGravityAccMag-mean()" -0.620032665162467
24 "LAYING" "tGravityAccMag-std()" -0.650862147810236
24 "LAYING" "tBodyAccJerkMag-mean()" -0.713667423769029
24 "LAYING" "tBodyAccJerkMag-std()" -0.689391189346457
24 "LAYING" "tBodyGyroMag-mean()" -0.682447212750656
24 "LAYING" "tBodyGyroMag-std()" -0.742983126606299
24 "LAYING" "tBodyGyroJerkMag-mean()" -0.791646550787402
24 "LAYING" "tBodyGyroJerkMag-std()" -0.788997850813648
24 "LAYING" "fBodyAcc-mean()-X" -0.707613779580052
24 "LAYING" "fBodyAcc-mean()-Y" -0.611509042586877
24 "LAYING" "fBodyAcc-mean()-Z" -0.65585899482231
24 "LAYING" "fBodyAcc-std()-X" -0.664356691751496
24 "LAYING" "fBodyAcc-std()-Y" -0.594676790059055
24 "LAYING" "fBodyAcc-std()-Z" -0.655360521446194
24 "LAYING" "fBodyAccJerk-mean()-X" -0.752245372493438
24 "LAYING" "fBodyAccJerk-mean()-Y" -0.703641614506562
24 "LAYING" "fBodyAccJerk-mean()-Z" -0.719655747391076
24 "LAYING" "fBodyAccJerk-std()-X" -0.751378154304462
24 "LAYING" "fBodyAccJerk-std()-Y" -0.688280461860892
24 "LAYING" "fBodyAccJerk-std()-Z" -0.751628687821522
24 "LAYING" "fBodyGyro-mean()-X" -0.722607377748032
24 "LAYING" "fBodyGyro-mean()-Y" -0.753710479580053
24 "LAYING" "fBodyGyro-mean()-Z" -0.70948857687664
24 "LAYING" "fBodyGyro-std()-X" -0.794063529133858
24 "LAYING" "fBodyGyro-std()-Y" -0.771969808976378
24 "LAYING" "fBodyGyro-std()-Z" -0.735749934304462
24 "LAYING" "fBodyAccMag-mean()" -0.650121872273806
24 "LAYING" "fBodyAccMag-std()" -0.705928425819685
24 "LAYING" "fBodyBodyAccJerkMag-mean()" -0.696845583388451
24 "LAYING" "fBodyBodyAccJerkMag-std()" -0.682447145993307
24 "LAYING" "fBodyBodyGyroMag-mean()" -0.754131617480315
24 "LAYING" "fBodyBodyGyroMag-std()" -0.782076276167979
24 "LAYING" "fBodyBodyGyroJerkMag-mean()" -0.795019165380577
24 "LAYING" "fBodyBodyGyroJerkMag-std()" -0.796157264514436
